step,time,phase,dt,translation_step_um,t1_base_x,t1_ctrl_x,t1_lag_x,t1_base_trans_delta_m,t1_base_rot_delta_rad,t1_strain_err_max,t1_strain_err_mean,t1_kappa_mean_curved_1pm,t1_kappa_rest_mean_curved_1pm,t1_kappa_rel_error,t1_frame_delta_max_m,t1_frame_delta_mean_m,t2_base_x,t2_ctrl_x,t2_lag_x,t2_advance_m,estimated_protrusion_m,t2_strain_err_max_all,t2_strain_err_mean_all,t2_strain_err_max_protruded,t2_strain_err_mean_protruded,t2_kappa_mean_protruded_curved_1pm,t2_kappa_rest_mean_protruded_curved_1pm,t2_kappa_rel_err_exposed_curved,t2_tip_x,t2_tip_y,t2_tip_z,contact_pairs,active_like_pairs,min_gap,max_gap,mean_gap,gap_sign,activation_tolerance,active_impulse_pairs,normal_impulse_sum,normal_impulse_max,normal_force_sum_N,normal_force_max_N
20,0.1,waiting,0.005,1000,0,0,0,0,0,0.10708102,0.0694522799,8.37783376,8.33333333,0.534005097,0.000888358408,0.000245409532,-0.16,-0.16,0,0,0,34.0250571,11.8766157,0,0,0,0,0,0.169125435,0.00544292654,0,155,73,-1.26148322e-07,0.000834235077,0.000166653512,-1,0.0001,72,0.0214257325,0.00669589963,4.28514649,1.33917993
40,0.2,waiting,0.005,1000,0,0,0,0,0,0.143094602,0.09669449,8.39988299,8.33333333,0.798595926,0.00122662662,0.000337618578,-0.16,-0.16,0,0,0,33.4541112,11.7182038,0,0,0,0,0,0.16903414,0.00575341303,0,155,125,-1.00151491e-07,0.000824030439,0.000108081573,-1,0.0001,125,0.0228242315,0.00726972214,4.56484629,1.45394443
